Purchase and sale of balancing gas (Validated);;;;;;;;;;;;;;;;;;;;;
Gasmonth: JULY 2019;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;
Delivery date;Gaspoint Nordic spot index EUR/MWh;Gaspoint Nordic within day EUR/MWh;Neutral gas price EUR/MWh;Exchange rate EUR/DKK;Neutral gas price DKK/kWh;Energinet Purchase price step 1 DKK/kWh;Energinet Purchase price step 2 DKK/kWh;Energinet Marginal purchase price DKK/kWh;Energinet Sales price step 1 DKK/KWh;Energinet Sales price step 2 DKK/kWh;Energinet Marginal sales price DKK/kWh;Energinet Sales price at GPN (lowest price of sale) in EUR/MWh;Energinet Purchase price at GPN (highest price of purchase) in EUR/MWh;SCB;Energinet Purchase price DKK/kWh;Energinet Sales price DKK/kWh;GPL price DKK/kWh;NCG price DKK/kWh;Energinet Force majeure sales price (DK Zone) DKK/kWh;Energinet Sales price emergency step 1 (excl. DK zone) DKK/kWh;Energinet Sales price emergency step 2 (excl. DK zone) DKK/kWh
01/07/2019;7.875;7.875;7.875;746.47.00;0,408333333;0,40625;0,3875;;0,410416667;0,428472222;;;;Green Zone;0,40625;0,410416667;0,479861111;0,505555556;0,798611111;0,800694444;0,81875
02/07/2019;8.583;9.400;9.400;746.39.00;0,4875;0,484722222;0,463194444;;0,489583333;0,511805556;;;;Green Zone;0,484722222;0,489583333;0,517361111;0,541666667;0,798611111;0,801388889;0,822916667
03/07/2019;8.856;10.000;10.000;746.41.00;0,518055556;0,515972222;0,492361111;;0,520833333;0,544444444;;;;Green Zone;0,515972222;0,520833333;0,5375;0,560416667;0,798611111;0,801388889;0,824305556
04/07/2019;8.713;8.713;8.713;746.33.00;0,451388889;0,449305556;0,429166667;;0,454166667;0,474305556;;;;Green Zone;0,449305556;0,454166667;0,528472222;0,55;0,798611111;0,800694444;0,821527778
05/07/2019;8.799;8.799;8.799;746.35.00;0,45625;0,453472222;0,433333333;;0,458333333;0,479166667;;;;Green Zone;0,453472222;0,458333333;0,530555556;0,557638889;0,798611111;0,800694444;0,821527778
06/07/2019;8.491;8.491;8.491;746.35.00;0,440277778;0,438194444;0,418055556;;0,442361111;0,461805556;;;;Green Zone;0,438194444;0,442361111;0,527083333;0,554861111;0,798611111;0,800694444;0,820833333
07/07/2019;8.491;8.491;8.491;746.35.00;0,440277778;0,438194444;0,418055556;;0,442361111;0,461805556;;;;Green Zone;0,438194444;0,442361111;0,527083333;0,554861111;0,798611111;0,800694444;0,820833333
08/07/2019;8.764;10.036;10.036;746.31.00;0,520138889;0,517361111;0,494444444;;0,522916667;0,545833333;0,56875;;10.975;Green Zone;0,517361111;0,56875;0,541666667;0,564583333;0,798611111;0,801388889;0,824305556
09/07/2019;9.900;9.900;9.900;746.34.00;0,513194444;0,510416667;0,4875;;0,515972222;0,538888889;;;;Green Zone;0,510416667;0,515972222;0,592361111;0,615972222;0,798611111;0,801388889;0,824305556
10/07/2019;10.831;10.831;10.831;746.37.00;0,561111111;0,558333333;0,533333333;;0,563888889;0,589583333;;;;Green Zone;0,558333333;0,563888889;0,620138889;0,649305556;0,798611111;0,801388889;0,826388889
11/07/2019;10.135;10.135;10.135;746.73;0,525694444;0,522916667;0,499305556;;0,528472222;0,552083333;0,640277778;;12.350;Green Zone;0,522916667;0,640277778;0,598611111;0,622222222;0,798611111;0,801388889;0,825
12/07/2019;10.933;10.933;10.933;746.73;0,566666667;0,563888889;0,538888889;;0,570138889;0,595138889;;;;Yellow Zone;0,563888889;0,595138889;0,646527778;0,663888889;0,798611111;0,801388889;0,827083333
13/07/2019;10.702;12.452;12.452;746.73;0,645833333;0,642361111;0,613194444;;0,648611111;0,677777778;0,777777778;;15.000;Green Zone;0,642361111;0,777777778;0,629861111;0,650694444;0,798611111;0,802083333;0,83125
14/07/2019;10.702;12.537;12.537;746.73;0,65;0,646527778;0,617361111;;0,653472222;0,682638889;0,720833333;;13.900;Green Zone;0,646527778;0,720833333;0,629861111;0,650694444;0,798611111;0,802083333;0,83125
15/07/2019;10.834;10.834;10.834;746.69;0,561805556;0,559027778;0,533333333;;0,564583333;0,589583333;;;;Green Zone;0,559027778;0,564583333;0,638194444;0,663888889;0,798611111;0,801388889;0,826388889
16/07/2019;12.495;12.495;12.495;746.78;0,647916667;0,644444444;0,615277778;;0,651388889;0,680555556;;;;Green Zone;0,644444444;0,651388889;0,713194444;0,714583333;0,798611111;0,802083333;0,83125
17/07/2019;10.464;10.464;10.464;746.69;0,542361111;0,539583333;0,515277778;;0,545138889;0,569444444;;;;Green Zone;0,539583333;0,545138889;0,626388889;0,622222222;0,798611111;0,801388889;0,825694444
18/07/2019;9.903;9.903;9.903;746.72;0,513194444;0,511111111;0,488194444;;0,515972222;0,538888889;;;;Green Zone;0,511111111;0,515972222;0,588194444;0,590277778;0,798611111;0,801388889;0,824305556
19/07/2019;9.718;9.718;9.718;746.62;0,504166667;0,501388889;0,478472222;;0,50625;0,529166667;;;;Green Zone;0,501388889;0,50625;0,576388889;0,578472222;0,798611111;0,801388889;0,823611111
